polarity,text
0,amazing how his big head hasn't made him lose his balance and fall on his face...yet...and I love him too much to watch it happen. 
1,"@KitschenSink Ha! Distinctly remember mine being labelled &quot;barbaric&quot; (!), so I guess silence is golden. "
0,what I don't have are sweet lena kisses. 
1,"just heard my nephew is graduating tonight, so proud  wishing I could be there"
1,"If I don't go do my eyebrows today, people might mistake me for Frida Kahlo "
0,Just woke up still trying to get this gay jawbone to work 
1,@icecreamcoke i keep thinking its friday coz iv still got two more days of weekend! 
0,@hallapunk  haha. I wish. so when are you gonna come visit meee? 
1,@joeymcintyre tried out for American Idol almost got a yes one judge loved me the other did not lol told me i could sing oh I tried lol 
1,@Kami2Hot heyyyyyyyyyy Kami!     I'm in Costa Rica.  Why are YOU awake??
1,@cocktailvh1 Take care Chica!...Muahzzz By the way u are Hott! 
1,THE HOLIDAYS WERE SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 
0,"1 down, 3 to go...how did he ever manage to acquire that much power to hurt me so? What did I do? "
0,"I have a loada crammin' ta do which sucks. Can't wait to finish. It's gonna be a hectic 2 weeks, especially since I don't know much. "
1,readingg 
0,I can still smell dat Anti Freez all up under my hood 
1,@michaelcalle Will Demps a.k.a. my baby daddy to-be!  Lol!
0,My battery is running out 
0,i got no where to turn to 
1,@JLSOfficial Green Machine!! LOL! Where are the tweets? We miss them! But thanks for the blog  xx
1,"s.h.i.t racing, http://i634.photobucket.com/albums/uu63/netastrophe/SHITRacingFlyer.jpg -you know you want to "
0,Leaving Bristol for London with a car full to bursting and my flat is still fully livable. I have too much stuff. 
1,@tanujkakkar Thanks 
0,@LATINQUEEN83 They ended up staying late  But how was ur night?? LOL
0,time for sleep.  sad v is leaving tom 
1,@ShellRobertson  YEY!  brogans had twitter for a while ;) lol hey.xx
1,listened to the whole ALL TIME LOW album. i know every word. im ready for the gig  june 3rd - hurry the fuck up and come!
1,"@dauche no prob girl, u know I got chu  T2Ulata Che"
1,@zlynnb @jlamonde i hope so  then you know she will be your forever
0,be'n lonely 
0,"@sanaraset ok, will text her na rin. and xeno! and james?  gosh i miss them!!! i miss all of you!!! "
1,@extremetyke: in that case I don't know what to say. *tries a variety of faces*  &gt;.&lt; =D =( =/ XD
0,Great looking day... I want to go for a ride...but I can't  working
1,Listening to the awesome playlist that @zestylime put together in like ten seconds or something. 
0,can not WAIT for holidays ..need some sunhine!!! 
0,the current programs only work for mac only 
0,@khloeebauder and you dont even like popciles 
0,THE JONAS BROTHERS &quot;LINES VINES AND TRYING TIMES&quot; ALBUM COMES OUT TODAY!!!!!!!...i have to get it on friday thought 
0,time to go to pudong airport 
1,"@Datboyie that's what's up. Luv ya my twitter bro  amazing how God humbles people, u def are more than some football player 2 me"
0,@paigejavier Haha thanks. He's not gonna reply 
1,"@pcdinh another: http://tinyurl.com/c4vebl No offend intended, but these slides don't have enough info "
0,"Skylantern - how cool is that? I want one(or 2, 3..) but they seem to be illegal in Finland. Oh bollocks "
0,@LeeyahWay 
1,off kayaking in the COLD with @bossy_bear &amp; @robccfc - its gonna be cold but at least I look good 
0,@janellecruz I KNOWW~! 
0,@LeonMIchael Happy birthday! I love you. Wish I could see you. 
0,"@IanGiovanni got mine to update. Copy/paste, sideways text, voice notes, etc.. Makes me want to get the 3GS, but not for $600 "
0,gah. sorry aboutt that 
0,is on here instead of doing the 2 essays i should be doing  both due 1st thing in the morning and i feel sick 
0,@BritRoshambo  i lack the tools to make said banner  lol you could pull an ally and replace the one i made with something better
0,is sad that all of his senior friends are graduating tomorrow. 
0,why am i sick? i dont want to be sick 
1,"had a mint time at school  &amp; Omg, Arthur likes me now that I have given up on him... itz his loss. Matez loved George Sampson  &lt;3 x"
1,How u guys doing? TWEET TWEET!!!!!!!! 
1,@tapulous thanks for the follow guys 
0,"what did i do wrong sha. i visit you one day, and you tell me you love me, now, for some reason, you hate me and wont tell me why. please "
0,"@faceonmars  Ah... Back to normal, i'll get in trouble for putting mine back up, @AmMarvellous is spooked by it... "
1,getting set to watch the French Open Men's Final - Come On Federer! - Destiny Awaits! 
0,@WHOAKEN how come? 
1,"@MisterNoodle i have not been absent most of the weekend, ya dork ... only apparently here when you and @mclinklove are not "
0,my eye hurts! 
0,leaving for college soon. i have a communication exam today 
1,morning world 
1,Sweeepy dumbee tired. O&lt;l  night world! I love my friends who attempt to call me 
1,@LRon_Jaii ohhhh nooo youuuu didntttt!!! *does a 2girls 1 cup on his face*  *runs away*
0,I'm extremely bored out of my mind 
1,"been up for a while, taking care of errands and stuff   have a great day!"
0,already up 
0,@Jomey Really? I have to upgrade my videocard first 
0,@megwithanh 
0,"@feeru i know how you feel with your mom, but if she's gonna be like this, why even try "
1,"you can't hurry love, oh you just have to wait. he said love don't come easy. it's a game of give and take. no you can't hurry love "
0,@rebelchicnyc I HAVE NO MORE YOGI TEA!!!!!   girl I done lost my mind out there!!  I have a solution tho I'll get right back on track
1,UCA cheer camp till thursday..then wesleys coming to stay a few days! 
1,@DanielFielding Awwww! Don't worry about it hun. There are worse things they could say!  x
0,So far it's a typical Monday   Power failure over the weekend took out a hub we used for printers.  Quasi-failure in an application server
0,@Chloe_RS I know!  I was so sad
0,@akaMonty I outright suck for missing it. 
1,@tommcfly      We'll make you win tom.!      Wow this feels weird i dont know what to say and i may have wasted your time   But anyway(:
1,@shelbilavender  @sueannesjewelry   @ChicMom  @mermaidcharms   Mornin' ladies 
0,Really needs to catch up on his massive Naruto Shippuden backlog. It's harder to get motivated when you've read all the manga. 
1,Gotta love church. It's so good to be back home w/friends &amp; family that love &amp; support you! 
0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
0,"uuhhg, jjust fell on my facce.. thanks too amber. "
0,"@siobhanellison no i missed something, horrible silly mistake, probably will be delaying when i write p6  such is life"
0,Attempting to find Cameron on the Myspace/Facebook circuits and failing miserably. 
1,"Getting ready to bang up and mash!! Tonight Simon Dach Str 28 22:00 Comedy, Djs...and a guy called Moon!!! Hope i am funny "
1,gtg to beanbag AGAIN. my chicas are there. haha. HEY! Catch me tomorrow 12-3pm on OK FM. 
0,At boring aunt's house (not oppresive aunt or evil aunt). Annoyed. Bascially she's disputing existence of BPD without actually saying so 
1,"@chikkychappy haha, yep he is. He loves tennis  Federer should win and i bet he will! "
1,@amandadiva unpaid internships r ok 4locals but not interntional ppl. Am internin n DC 4da summa &amp; id b damn if i tuk it if it wuz unpaid 
1,@DiamonDie @thebluenile @suryasnair @HannaManna Weather with you  â« http://blip.fm/~890qq
1,Cubs game tonight though! Two major league games in one week..no complaining here 
1,@_boo you've joined a great club 
0,This is not good... I work by myself tomorrow.. I don't know what I'm doing.. This can't end well 
0,couldn't sleep. read some Animorphs and now I'm attempting sleep again. please work this time. I'm exhausted plus I want to cuddle 
0,i want my maccccccccc now 
0,@moreaboutlove They can do that!  only with me its usually MY mom thats getting on my last nerve! I hope things get better soon!
0,"Trying to study for upcoming exam in social science on monday.. however, I'm not in the mood "
0,@HCObebex3   in the words of alex : ma computer aint coop- erating wif me  lol    im tryin  hold...
1,@Schofe sounds like a plan!!!  x
1,@Gay_Burns you lucky b*stard. lol. zane is more 8-6  Does D still nap during the day much?
0,"Ok, Kate Winslet's butt is gorgeous! I'm so jealous! I really need to work out. "
1,"@iamdaryllmc dude, that would be fun. bring a CD of banjo music to play during your getaway "
1,@THE_REAL_SHAQ @ProphecyPL Lebron &gt; Kobe.  Kobe will never without Shaq.
0,I'm gonna miss my city and my house 
1,- is trying to make a song and watching ELLEN DEGENERES SHOW.....  
0,"ugh, why did i wake up?! i only slept for 5 hours "
0,@littlemissmessy ... which I can't go!!!  Couldn't sleep much after that!
0,@nellanetsrik I wish I had that appetite. I ate so much that it undid my workout 
1,"GD afteroon my fellow twitters tis a beautiful day n i hope we all gt are summer swagger on, lol "
0,dear jersey.. why are you so cold today and ummm please don't rain! 
0,Im very unpopular here on twitter 
1,didn't cry when Quinn (pup) left!  his family lives in the next town over so we'll see him again for play dates! yay. 
1,@mitchelmusso  come to texas please ! 
1,on my way to work at the bead store. last day there and then home to work on my new jewelry designs! 
0,"ah, summer gives me a headache "
0,terrible cold  stuck in bed all day
0,"@rowenamarion  I still have mine on FB, too. FAIL. We need to move on properly I guess."
1,Are already more than three hours and I have not lunch !! ' 
0,tweetdeck is acting up  booo!! lol
0,[Retweet] @M0zilla also known as flight mode. sadly my current phone needs a full reboot to enter said mode  http://bit.ly/18YcxD
0,@Ninepinkbears who's flirting with you about scrubs beside me? mad 
1,My little patrick in a suit without his usual hat is the cutest thing ever. 
1,@Jenny_OReilly yeahhh please 
1,@al_ice 
0,"Waiting to see UP, theater is too crowded and had to split up  but at least were not in the ass front!"
1,@JSpikEThinG Well we are following j check if you are with us 
0,"I didn't win the NKOTB contest.  But I've met them, and I will again on June 2nd and see them from the 11th row. So I'm good."
0,I wish all my friends lived closer to me.  
0,"Gah, 6hrs back to KC "
0,"the rodd brudenell river resort is so gorgeous and relaxing!! wish we had stayed more than one night  oh well, off to hopewell cape!"
0,After reading for a couple of hours I would think to be very sleepy but I'm not  so ABC world news is it...brains off though LOL
1,@YoungQ show was smokin' HOT tonight!  Me &amp; my girls are ready to do it again in DC tomorrow night!  *hugs* 
1,good ass game 
1,@Gazmaz Hold  you're  nose and blow hard while standing on just your left leg.. that should get the dvd out.. 
0,@Marwan_vs_Shark I was a little sick today so I stayed in all day! 
0,omg i need to loose weight i just cleaned out the cuboard and found all these cute clothes that don't fit anymore. 
0,I'm Focusing On Just My Friends Today.. This Is Gonna Be Hard To Say GoodBye 
0,Wish I didn't have to leave Sadie at home 
1,"If Twitter wants to know what I am doing, appearently it is not shutting up! 200th update! *explosions, fireworks, laser-light show. ect* "
0,@SexySadie89 good morning and welcome to sunday! i 'met' sunday bout 5 hours ago already 
0,"Is watching Maury...shit, I am the father "
0,@diiskrej hell to the yeah! cupcakes rock! but i don't like the frosting. makes me feel sicky if i have too much sugar. 
0,concerned about a few things at the moment 
1,Getting ready for an early night tweeps!   Have a great one every 1
1,I feel like a boss now  i changed my first tire without knowing how. Hope it doesn't come off :|
0,I think my plants are confused by the extremes in weather. My parsley is not looking good 
0,@ittybittypritty : lol! good thing no one saw 
1,good night twitter world. have a good sunday 
0,http://bit.ly/X1viU  - That saddens me 
1,@trexsandwich I could help with the motivation. What do you need? 
0,Oh no David Caradine  Death: Still Under Investigation. Bill from KILL BILL and Kung Fu Star extraordinaire. http://tinyurl.com/qzr7dy
1,@angiese ill upload it to tumblr kay 
1,"@IvoHunink yeah, I run some RSS feeds through a simple filter for that.. with the Twitter API that should be easy too "
